,name,link,city,medias,styles
952,Gatinais libre,https://shotgun.live/fr/venues/gatinais-libre,Cepoy,{'Instagram': 'https://www.instagram.com/gatinaislibre'},"ROCK, DISCO, HOUSE, TRANCE, GERMAN TECHNO, HARD GROOVE, REGGAE, POP, TECHNO, ELECTRO, PROGRESSIVE HOUSE, ACID TECHNO, DARK WAVE"
953,Owlshake,https://shotgun.live/fr/venues/owlshake,Bordeaux,"{'Instagram': 'https://www.instagram.com/owlshake.music'}, {'SoundCloud': 'https://soundcloud.com/dkcz8'}, {'Facebook': 'https://www.facebook.com/owlshaaake'}","TRANCE, PROGRESSIVE HOUSE, HOUSE, ELECTRO, ITALO DISCO, BALEARIC, PROGRESSIVE TRANCE, DISCO, ACID HOUSE"
954,chill afterwork,https://shotgun.live/fr/venues/chill-afterwork,Paris,,"DRUM & BASS, HIP HOP, RAP, AFRO, AFRO HOUSE, AFROBEAT, R&B"
955,Tandem Scène de Musiques Actuelles départementale,https://shotgun.live/fr/venues/tandem-scene-de-musiques-actuelles-departementale,Toulon,"{'Instagram': 'https://www.instagram.com/tandem_smac'}, {'YouTube': 'https://www.youtube.com/@@tandemsmac'}, {'Facebook': 'https://www.facebook.com/tandemSMAC'}","POP, ELECTRO, HIP HOP, ROCK, BLUES, METAL, INDIE ROCK, PUNK, POP ROCK, REGGAE, RAP, DUB, REGGAETON, DANCEHALL, METALCORE, INDUSTRIAL METAL, HARD TECHNO, POST-PUNK, HARD ROCK"
956,Les pecheries,https://shotgun.live/fr/venues/les-pecheries,Pornic,"{'Instagram': 'https://www.instagram.com/les.pecheries.festival'}, {'Facebook': 'https://www.facebook.com/profile.php'}","DUB, TECHNO, ROCK"
957,Wagma,https://shotgun.live/fr/venues/wagma,Toulouse,{'Facebook': 'https://www.facebook.com/magmatoulouse'},"AFRO HOUSE, UK GARAGE, REGGAETON, TECHNO, HOUSE"
958,The Dome,https://shotgun.live/fr/venues/the-dome,Paris,"{'Instagram': 'https://www.instagram.com/thedome_officiel'}, {'Facebook': 'https://www.facebook.com/thedome.officiel'}","HOUSE, TECHNO, POP ROCK, ELECTRO, DEEP TECHNO, DEEP HOUSE, DANCE, ELECTRO HOUSE"
959,Le Social Bar Paris,https://shotgun.live/fr/venues/le-social-bar-paris,Paris,{'Instagram': 'https://www.instagram.com/lesocialbar'},"DANCEHALL, FUNK, AFRO HOUSE, JAZZ"
960,Chez Charlot,https://shotgun.live/fr/venues/chez-charlot,Marseille,{'Instagram': 'https://www.instagram.com/chezcharlot_marseille'},"HOUSE, TECH HOUSE, ELECTRO HOUSE, AFRO HOUSE, DISCO HOUSE"
961,Festival Immersive Point,https://shotgun.live/fr/venues/festival-immersive-point,Biarritz,{'Instagram': 'https://www.instagram.com/festival_immersivepoint'},"HARD TECHNO, TECHNO"
962,ON OFF,https://shotgun.live/fr/venues/on-off,Paris,"{'Instagram': 'https://www.instagram.com/ziggggggggggggggggggggg'}, {'SoundCloud': 'https://soundcloud.com/zig-music-776720123'}","ACID HOUSE, HOUSE, TECH HOUSE, TRANCE, DISCO HOUSE, HARD GROOVE, ELECTRO, DEEP HOUSE, TECHNO"
963,Shywawa,https://shotgun.live/fr/venues/shywawa,Paris,"{'Instagram': 'https://www.instagram.com/shywawaparis_'}, {'Facebook': 'https://www.facebook.com/100083519220882'}","POP ROCK, K-POP, POP, REGGAETON, BAILE FUNK, DANCEHALL, SALSA, RAP, BRAZILIAN, HIP HOP, R&B, AFROBEAT, AFRO, SOUL"
964,Saucisse Purée Évent,https://shotgun.live/fr/venues/saucisse-puree-event,Paris,{'Instagram': 'https://www.instagram.com/saucisse__puree'},"CLUB, ELECTRO HOUSE, HOUSE"
965,Crunk Event,https://shotgun.live/fr/venues/crunk-event,Lyon,"{'Instagram': 'https://www.instagram.com/igshid=YmMyMTA2M2Y='}, {'Facebook': 'https://www.facebook.com/profile.php'}","HOUSE, MINIMAL HOUSE, MINIMAL TECHNO, DEEP HOUSE, TECH HOUSE, DISCO HOUSE"
966,Nuit Noire,https://shotgun.live/fr/venues/nuit-noire,Paris,"{'Instagram': 'https://www.instagram.com/nuitnoireproject'}, {'SoundCloud': 'https://soundcloud.com/nuitnoireproject'}, {'Facebook': 'https://www.facebook.com/nuitnoireproject'}","BASS, BRAZILIAN, HOUSE, DEEP HOUSE, DISCO, SOUL, CHICAGO HOUSE, WORLD MUSIC, ELECTRONIC"
967,Dynam'hit,https://shotgun.live/fr/venues/dynam-hit,Aix-Marseille,"{'Instagram': 'https://www.instagram.com/dynam.hit'}, {'X': 'https://x.com/Dynam_Hit'}, {'Facebook': 'https://www.facebook.com/dynamhit.webradio'}","AFRO, AFRO HOUSE, AFROBEAT, HIP HOP, RAP, CLUB, TRAP, NEW WAVE, DANCE, ACID TECHNO, TECH HOUSE, TECHNO, HOUSE, ELECTRO"
968,Cabaret-Théâtre L'étoile bleue,https://shotgun.live/fr/venues/cabaret-theatre-l-etoile-bleue,Aix-Marseille,"{'Instagram': 'https://www.instagram.com/cabaretletoilebleue'}, {'Facebook': 'https://www.facebook.com/CabaretLetoilebleue'}",DISCO
969,Shaka Events,https://shotgun.live/fr/venues/shaka-events,Biarritz,"{'Instagram': 'https://www.instagram.com/shaka_events'}, {'X': 'https://x.com/SHAKA_events'}",
970,La Bobine,https://shotgun.live/fr/venues/la-bobine,Paris,{'Instagram': 'https://www.instagram.com/labobine__'},"ELECTRO HOUSE, ELECTRO, HOUSE, DISCO HOUSE, DISCO, POP, RAP, DEEP HOUSE, PROGRESSIVE HOUSE, TECHNO, TECH HOUSE, HIP HOP, MICRO HOUSE, AFRO HOUSE, UK GARAGE"
971,Les Maquereaux Rive Gauche,https://shotgun.live/fr/venues/les-maquereaux-rive-gauche,Paris,"{'Instagram': 'https://www.instagram.com/lesmaquereauxrivegauche'}, {'SoundCloud': 'https://soundcloud.com/cielesmaquereaux'}","DISCO HOUSE, ITALO DISCO, TECH HOUSE, DEEP HOUSE, BAILE FUNK, HOUSE, FUNK, ELECTRO"
972,Bell et Toile,https://shotgun.live/fr/venues/bell-et-toile,Livet-Et-Gavet,,"DUB, PSYTRANCE, AMBIENT"
973,Hénokéen Bass,https://shotgun.live/fr/venues/henokeen-bass,Bordeaux,{'Instagram': 'https://www.instagram.com/henokeen_bass'},"DUBSTEP, JUNGLE, DRUM & BASS, BASS, ELECTRO"
974,radioactiv',https://shotgun.live/fr/venues/radioactiv,Lyon,"{'Instagram': 'https://www.instagram.com/the.radioactiv'}, {'SoundCloud': 'https://soundcloud.com/radio_activv'}, {'Facebook': 'https://www.facebook.com/Da.radioactiv'}","AFRO HOUSE, MINIMAL HOUSE, TECHNO"
975,ABAN EVENTS,https://shotgun.live/fr/venues/aban-events,Paris,"{'Instagram': 'https://www.instagram.com/hishik_bishik.fr'}, {'TikTok': 'https://www.tiktok.com/@djaban_official'}, {'Facebook': 'https://www.facebook.com/abanbold'}","ARABIC HOUSE, DANCE, ARABIC POP, POP, EDM"
976,Le Consoeurtium,https://shotgun.live/fr/venues/le-consoeurtium,Lyon,"{'Instagram': 'https://www.instagram.com/leconsoeurtium'}, {'Facebook': 'https://www.facebook.com/leconsoeurtium'}","TRANCE, EURODANCE, TECHNO, HOUSE, ELECTRO"
977,Noname,https://shotgun.live/fr/venues/noname,Montpellier,"{'Instagram': 'https://www.instagram.com/noname.mtp'}, {'TikTok': 'https://www.tiktok.com/@noname.mtp'}","RAP, AFRO, TRAP, HIP HOP, POP, DANCEHALL, AFROBEAT, BAILE FUNK"
978,Le 3eme Œil,https://shotgun.live/fr/venues/le-3-eme-oeil,Aix-Marseille,"{'Instagram': 'https://www.instagram.com/le3eme.oeil'}, {'SoundCloud': 'https://soundcloud.com/3emeoeilofficial'}, {'Spotify': 'https://open.spotify.com/user/4UUv9SzL15YuB6epX0YGdy'}, {'YouTube': 'https://www.youtube.com/@@le3emeoeil'}, {'Facebook': 'https://www.facebook.com/3emeoeil.marseille'}","RAP, HIP HOP"
979,Le Blanchon,https://shotgun.live/fr/venues/le-blanchon,Saint-Étienne-De-Tinée,"{'Instagram': 'https://www.instagram.com/blanchonauron'}, {'TikTok': 'https://www.tiktok.com/@blanchon.auron'}","AFRO HOUSE, DEEP HOUSE, TECH HOUSE, MELODIC HOUSE & TECHNO, ELECTRO, ELECTRO HOUSE"
980,Andromeda,https://shotgun.live/fr/venues/andromeda,Paris,{'Instagram': 'https://www.instagram.com/collectif_andromeda'},"HARD TECHNO, ACID TECHNO, MELODIC HOUSE & TECHNO, TECHNO, ACID HOUSE"
981,D3 NANTES,https://shotgun.live/fr/venues/d-3-nantes,Nantes,"{'Instagram': 'https://www.instagram.com/d3nantes'}, {'Facebook': 'https://www.facebook.com/d3nantes'}","TRAP, RAP, DANCE, HIP HOP, AFRO, HOUSE, NEW WAVE, ALTERNATIVE DANCE, DANCEHALL, AFROBEAT, REGGAETON, BAILE FUNK, SOUL, DRILL, R&B"
982,1PASS,https://shotgun.live/fr/venues/1-pass,Angers,{'Instagram': 'https://www.instagram.com/1pass.collectif'},"TECHNO, HARD TECHNO, HOUSE, HARDCORE, ACID TECHNO"
983,ATTRAPE REVE,https://shotgun.live/fr/venues/attrape-reve,Montpellier,{'SoundCloud': 'https://soundcloud.com/discover'},"AFRO HOUSE, DISCO HOUSE, MICRO HOUSE, ACID HOUSE, DEEP HOUSE, HOUSE"
984,Safe Zone,https://shotgun.live/fr/venues/safe-zone,Paris,"{'Instagram': 'https://www.instagram.com/safezoneparis'}, {'TikTok': 'https://www.tiktok.com/@safezoneparis'}, {'Facebook': 'https://www.facebook.com/safezoneparis'}","HIP HOP, RAP, R&B, AFRO, AFROBEAT, TRAP, DANCEHALL"
985,NumaYei Events,https://shotgun.live/fr/venues/numa-yei-events,Paris,"{'Instagram': 'https://www.instagram.com/numayei.party'}, {'SoundCloud': 'https://soundcloud.com/numayei'}, {'TikTok': 'https://www.tiktok.com/@numayei.party'}",
986,HIKAYAM,https://shotgun.live/fr/venues/hikayam,Nantes,"{'Instagram': 'https://www.instagram.com/hikayam.asso'}, {'SoundCloud': 'https://soundcloud.com/hikayam'}, {'Facebook': 'https://www.facebook.com/hikayam.asso'}","DEEP TECHNO, DUB, PSYTRANCE, DARK PSYTRANCE, TECHNO, DRUM & BASS"
987,Hoeuphoria,https://shotgun.live/fr/venues/hoeuphoria,Aix-Marseille,{'Instagram': 'https://www.instagram.com/popena.nights'},"TECHNO, SHATTA, HYPERPOP, AFRO HOUSE, AMAPIANO, AFROBEAT, DEEP HOUSE, TECH HOUSE, HIP HOP, DANCEHALL, ACID TECHNO, ACIDCORE, PSYTRANCE, AFRO, RAP, DRUM & BASS"
988,O'Jason Irish Pub,https://shotgun.live/fr/venues/o-jason-irish-pub,Paris,{'Instagram': 'https://www.instagram.com/ojason.irish.pub'},"INDIE ROCK, POP ROCK, ROCK, R&B, DISCO, BAILE FUNK, REGGAETON, AFRO, HIP HOP"
989,La Verrière ? Lille,https://shotgun.live/fr/venues/la-verriere-lille,Lille,"{'Instagram': 'https://www.instagram.com/laverriere.lille'}, {'TikTok': 'https://www.tiktok.com/@laverriere.lille'}, {'Facebook': 'https://www.facebook.com/profile.php'}","MELODIC HOUSE & TECHNO, MINIMAL TECHNO, TECHNO, HARD GROOVE, TRANCE, EURODANCE, HARD TRANCE, SOUL, DISCO, FUNK, HOUSE, JAZZ, ITALO DISCO"
990,KEVZ,https://shotgun.live/fr/venues/kevz,Amiens,{'Instagram': 'https://www.instagram.com/dj_kevz'},"HOUSE, TECH HOUSE, AFRO HOUSE, MINIMAL HOUSE"
991,Les Visiteurs,https://shotgun.live/fr/venues/les-visiteurs,Aix-Marseille,"{'Instagram': 'https://www.instagram.com/lesvisiteurs.afterwork'}, {'TikTok': 'https://www.tiktok.com/@les.visiteurs.afterwork'}, {'Facebook': 'https://www.facebook.com/lesvisiteurs'}","HOUSE, TECH HOUSE, AFRO HOUSE, MICRO HOUSE, ELECTRO HOUSE, DISCO HOUSE, DEEP HOUSE, DISCO"
992,hazarkrecords,https://shotgun.live/fr/venues/hazarkrecords,Avignon,,"ACID TECHNO, TECHNO, HARD TECHNO, HARDCORE"
993,Angèle Renard,https://shotgun.live/fr/venues/angele-renard,Toulouse,,"DISCO, HARDCORE, AFROBEAT, DISCO HOUSE, EURODANCE, RAP, BASS HOUSE, DRUM & BASS, HARD TRANCE, DEEP TECHNO, PUNK, ACID TECHNO, DUBSTEP, HARD TECHNO, HARD GROOVE"
994,Grouv3_3v3nt,https://shotgun.live/fr/venues/grouv-3-3-v-3-nt,Aix-Marseille,{'Facebook': 'https://www.facebook.com/groov3.3vent'},"TECHNO, HARD TECHNO, BREAKBEAT, ACIDCORE, ELECTRO, ACID TECHNO"
995,Disconnect,https://shotgun.live/fr/venues/disconnect,Lille,{'Facebook': 'https://www.facebook.com/disconnectlille'},"HOUSE, DISCO, FUNK, DISCO HOUSE, POP, CLUB, ROCK, POP ROCK"
996,LA BESTIALE,https://shotgun.live/fr/venues/la-bestiale,Paris,{'Instagram': 'https://www.instagram.com/la.bestiale'},"HOUSE, AFRO HOUSE, BASS, AFRO, DANCEHALL, BAILE FUNK, TECHNO, ELECTRO, POP, HIP HOP, RAP"
997,matin. collectif,https://shotgun.live/fr/venues/matin-collectif,Paris,"{'Instagram': 'https://www.instagram.com/matin.collectif'}, {'YouTube': 'https://www.youtube.com/@@matin.musicsession'}","AMBIENT, PROGRESSIVE HOUSE, ACID HOUSE, TECHNO, BASS"
998,MAMA EVENT,https://shotgun.live/fr/venues/mama-event,Paris,"{'Instagram': 'https://www.instagram.com/mamamusicandconvention'}, {'SoundCloud': 'https://soundcloud.com/mama-2025'}, {'Spotify': 'https://open.spotify.com/user/0ZV84QLSQs9ny4W2QAtYMO'}, {'YouTube': 'https://www.youtube.com/@UCyyR9UjtvlP0XDgxFs1A6EA'}, {'X': 'https://x.com/MaMAevent'}, {'Facebook': 'https://www.facebook.com/mamaevent.paris'}","EXPERIMENTAL, CLUB, ROCK"
999,SAS MARTINEZ CUCART,https://shotgun.live/fr/venues/sas-martinez-cucart,Montpellier,"{'Instagram': 'https://www.instagram.com/Dimension_party'}, {'Facebook': 'https://www.facebook.com/Dimension.mtp'}","ACID HOUSE, TECH HOUSE, HOUSE, MELODIC HOUSE & TECHNO, AFRO HOUSE"
1000,Cold Heart,https://shotgun.live/fr/venues/cold-heart,Paris,"{'Instagram': 'https://www.instagram.com/tgv.paris'}, {'Facebook': 'https://www.facebook.com/profile.php'}","TRANCE, GARAGE, HARD GROOVE, TECHNO, HARD TECHNO"
1001,Musicaves,https://shotgun.live/fr/venues/musicaves,Givry,"{'Instagram': 'https://www.instagram.com/les_musicaves'}, {'SoundCloud': 'https://soundcloud.com/les-musicaves'}, {'Spotify': 'https://open.spotify.com/user/31i7gvjd2fqokrb25rn2yoy4wkfu'}, {'YouTube': 'https://www.youtube.com/@@FestivalLesMusicaves'}, {'Facebook': 'https://www.facebook.com/lesmusicaves'}","AFRO, CLASSICAL, JAZZ"
1002,THE REACTOR,https://shotgun.live/fr/venues/the-reactor,Nancy,{'Instagram': 'https://www.instagram.com/the.reactor.techno'},"HARD TECHNO, TECHNO, ACIDCORE, HARD TRANCE"
1003,Open Clubbing Festival,https://shotgun.live/fr/venues/open-clubbing-festival,Montluçon,"{'Instagram': 'https://www.instagram.com/Openclubbing'}, {'TikTok': 'https://www.tiktok.com/@Openclubbinggfestivale'}, {'Facebook': 'https://www.facebook.com/OpenClubbing'}","HARDSTYLE, HARD TECHNO, HARDCORE"
1004,MULLTYVERSE II,https://shotgun.live/fr/venues/mulltyverse-ii,Paris,,"AFROBEAT, CLUB, HIP HOP"
1005,SCOURGE,https://shotgun.live/fr/venues/scourge,Grenoble,"{'Instagram': 'https://www.instagram.com/profilecard'}, {'TikTok': 'https://www.tiktok.com/@scourge.collectif'}","HARDCORE, INDUSTRIAL, HARD TECHNO"
1006,L'Oreille,https://shotgun.live/fr/venues/l-oreille,Paris,"{'Instagram': 'https://www.instagram.com/loreillededauphine'}, {'Facebook': 'https://www.facebook.com/oreilledauphine'}","INDIE ROCK, UK GARAGE, ELECTRO, FUNK, HOUSE, DISCO HOUSE, POP"
1007,Exalt,https://shotgun.live/fr/venues/exalt,Brest,"{'Instagram': 'https://www.instagram.com/exalt.asso'}, {'Facebook': 'https://www.facebook.com/exalt.asso'}","INDUSTRIAL, TECHNO, ELECTRO, JUNGLE, BREAKBEAT, DRUM & BASS, HARD TECHNO, INDUSTRIAL TECHNO, TRANCE"
1008,La Miaou Records,https://shotgun.live/fr/venues/la-miaou-records,Paris,"{'Instagram': 'https://www.instagram.com/lamiaou_records'}, {'SoundCloud': 'https://soundcloud.com/hugosamba'}, {'Spotify': 'https://open.spotify.com/user/24jnSFXwDoyp43VUDQnFqA'}, {'YouTube': 'https://www.youtube.com/@@lamiaou6283'}, {'Facebook': 'https://www.facebook.com/profile.php'}","ELECTRO, HOUSE, ELECTRO HOUSE, ITALO DISCO, DISCO HOUSE, DISCO, PROGRESSIVE HOUSE, DEEP HOUSE, UK GARAGE, TECHNO, AFRO, HARD GROOVE, AFRO HOUSE, BALEARIC"
1009,ZO Studio,https://shotgun.live/fr/venues/zo-studio,Paris,{'Instagram': 'https://www.instagram.com/zostudio_'},"BOUYON, BAILE FUNK, R&B, SOUL, HOUSE, HIP HOP, AFROBEAT, AFRO"
1010,Astra music festival,https://shotgun.live/fr/venues/astra-music-festival,La Roche-Sur-Foron,"{'Instagram': 'https://www.instagram.com/astramusicfestival'}, {'Facebook': 'https://www.facebook.com/AstraMusicFestival'}","ELECTRO, EDM, CLUB"
1011,MAISON DES METALLOS,https://shotgun.live/fr/venues/maison-des-metallos,Paris,"{'Instagram': 'https://www.instagram.com/maisondesmetallos'}, {'YouTube': 'https://www.youtube.com/@@maisondesmetallos75011'}, {'Facebook': 'https://www.facebook.com/maisondesmetallos'}","POST-PUNK, ELECTRO, POP, ROCK, THEATER ?, RAP, REGGAETON, HOUSE, REGGAE, AFROBEAT, TECHNO, TRAP"
1012,D'POTES EVENTS,https://shotgun.live/fr/venues/d-potes-events,Roanne,"{'Instagram': 'https://www.instagram.com/aftersun_festival'}, {'Facebook': 'https://www.facebook.com/270939322771606'}","HOUSE, AFRO HOUSE, ELECTRO HOUSE"
1013,Nashton Records,https://shotgun.live/fr/venues/nashton-records,Lyon,"{'Instagram': 'https://www.instagram.com/nashtonrecords'}, {'SoundCloud': 'https://soundcloud.com/nashton-records'}, {'Facebook': 'https://www.facebook.com/nashtonrecords'}","TECHNO, EBM, ELECTRONICA"
1014,RNB.LOVERS.PARTY,https://shotgun.live/fr/venues/rnb-lovers-party,Aix-Marseille,{'Instagram': 'https://www.instagram.com/rnb.lovers.party'},"DANCEHALL, HIP HOP, R&B, SOUL"
1015,Insomnie303,https://shotgun.live/fr/venues/insomnie-303,Cholet,{'Instagram': 'https://www.instagram.com/collectif_insomnie'},"HARDCORE, TECH HOUSE, HARD TECHNO"
1016,One Line Infinity,https://shotgun.live/fr/venues/one-line-infinity,Paris,,"HARD TECHNO, TECHNO, ACID TECHNO"
1017,Pilou,https://shotgun.live/fr/venues/pilou,Lyon,"{'Instagram': 'https://www.instagram.com/pilou_music'}, {'SoundCloud': 'https://soundcloud.com/pilou_music'}, {'YouTube': 'https://www.youtube.com/@@pilou_music'}, {'Facebook': 'https://www.facebook.com/profile.php'}","TECH HOUSE, TECHNO, DEEP HOUSE, HOUSE, TRANCE, HARD GROOVE, FUNK, DISCO, TRIBE, ACIDCORE, MICRO HOUSE, PROGRESSIVE TRANCE, ITALO DISCO, MINIMAL TECHNO, DEEP TECHNO, PROGRESSIVE HOUSE, TRIBAL HOUSE, EXPERIMENTAL, HYPNOTIC TECHNO, MINIMAL HOUSE"
1018,Les Copains Records,https://shotgun.live/fr/venues/les-copains-records,Aix-En-Provence,"{'Instagram': 'https://www.instagram.com/les.copains.records'}, {'YouTube': 'https://www.youtube.com/@@LesCopainsRecords'}","HOUSE, GARAGE, DEEP HOUSE, TECH HOUSE, UK GARAGE"
1019,Dusty Nation,https://shotgun.live/fr/venues/dusty-nation,Lyon,"{'Instagram': 'https://www.instagram.com/dusty__nation'}, {'SoundCloud': 'https://soundcloud.com/dustynation'}, {'Facebook': 'https://www.facebook.com/2dustynation'}","PROGRESSIVE HOUSE, DEEP HOUSE, HOUSE, CHICAGO HOUSE, DISCO, FUNK, ELECTRO HOUSE, MINIMAL HOUSE, MICRO HOUSE, ACID HOUSE, DISCO HOUSE, TECH HOUSE, TECHNO, ELECTRO, DANCE"
1020,Padnom,https://shotgun.live/fr/venues/padnom,Lille,"{'Instagram': 'https://www.instagram.com/padnom.events'}, {'Facebook': 'https://www.facebook.com/profile.php'}","TRANCE, DRUM & BASS, HOUSE, ACID TECHNO, TECHNO, UK GARAGE, HARD TECHNO, DEEP TECHNO, HARDTEK"
1021,RAGE BORDEAUX,https://shotgun.live/fr/venues/rage-bordeaux,Bordeaux,{'Instagram': 'https://www.instagram.com/ragebordeaux'},TECHNO
1022,VILLAGE 59,https://shotgun.live/fr/venues/village-59,Bordeaux,{'Instagram': 'https://www.instagram.com/village59.bordeaux'},"ELECTRO, POP, HIP HOP, HOUSE, ROCK, DISCO"
1023,Raison d'Être,https://shotgun.live/fr/venues/raison-d-etre,Paris,{'Instagram': 'https://www.instagram.com/raisondetre.events'},"HOUSE, TECH HOUSE, DISCO HOUSE, TECHNO, DEEP HOUSE, CHICAGO HOUSE"
1024,SPREE COLLECTIF,https://shotgun.live/fr/venues/spree-collectif,Lille,"{'Instagram': 'https://www.instagram.com/spree.collectif'}, {'YouTube': 'https://www.youtube.com/@@SGCAPTA'}, {'Facebook': 'https://www.facebook.com/100093444469350'}","EURODANCE, TRANCE, HARD TRANCE, TECHNO, INDUSTRIAL, HARD TECHNO, HARD GROOVE, BREAKBEAT, PROGRESSIVE HOUSE"
1025,Kilomètre Zéro,https://shotgun.live/fr/venues/kilometre-zero,Paris,{'Instagram': 'https://www.instagram.com/km0paris'},"POP, POP ROCK, COUNTRY, JAZZ, LATIN HOUSE, AMBIENT, BLUES, ELECTRO, INDIE ROCK"
1026,Macha,https://shotgun.live/fr/venues/macha,Paris,{'Instagram': 'https://www.instagram.com/Macharising'},"HOUSE, ELECTRO, TECHNO, ACID TECHNO, PROGRESSIVE HOUSE, DEEP HOUSE, TECH HOUSE, MELODIC HOUSE & TECHNO, HYPNOTIC TECHNO"
1027,Que Ta Volonté Soit Fête,https://shotgun.live/fr/venues/que-ta-volonte-soit-fete,Paris,"{'Instagram': 'https://www.instagram.com/que_ta_volonte_soit_fete'}, {'SoundCloud': 'https://soundcloud.com/que-ta-volonte-soit-fete'}, {'Facebook': 'https://www.facebook.com/QueTaVolonteSoitFete'}","AFRO HOUSE, PROGRESSIVE HOUSE, INDIE DANCE, HOUSE, DISCO, AFROBEAT, ITALO DISCO, MICRO HOUSE, DISCO HOUSE, MINIMAL HOUSE, TECH HOUSE, DEEP HOUSE"
1028,Konvex & Konkav,https://shotgun.live/fr/venues/konvex-konkav,Paris,"{'Instagram': 'https://www.instagram.com/tales_from_label'}, {'SoundCloud': 'https://soundcloud.com/labeltalesfrom'}, {'Facebook': 'https://www.facebook.com/labeltalesfrom'}","DEEP TECH, HARD GROOVE, TECHNO, HARD TECHNO, ACID TECHNO, UK GARAGE, MINIMAL TECHNO, INDIE DANCE, DUB TECHNO, DEEP HOUSE, HOUSE, MINIMAL HOUSE, TECH HOUSE"
1029,The LOOP,https://shotgun.live/fr/venues/the-loop,Lyon,"{'Instagram': 'https://www.instagram.com/theloop.ofc'}, {'Facebook': 'https://www.facebook.com/theloop.ofc'}","DEEP TECHNO, MELODIC HOUSE & TECHNO, TECHNO, PROGRESSIVE HOUSE, HYPNOTIC TECHNO, BASS HOUSE, UK GARAGE"
1030,Big Band Café,https://shotgun.live/fr/venues/big-band-cafe,Hérouville-Saint-Clair,,"BLUES, REGGAE, HIP HOP, ROCK, INDIE ROCK, RAP, POP, R&B, DRILL, ELECTRO, POP ROCK, SOUL, PUNK, PSYCHEDELIC ROCK, METAL, METALCORE, DEATH METAL"
1031,IZURDEA,https://shotgun.live/fr/venues/izurdea,Nages-Et-Solorgues,{'Instagram': 'https://www.instagram.com/izurdea.ofc'},"DISCO HOUSE, HOUSE, DEEP TECH"
1032,KUK?RI,https://shotgun.live/fr/venues/kukeri,Paris,{'Instagram': 'https://www.instagram.com/kukeri.wav'},"DEEP HOUSE, HARD GROOVE, ACID HOUSE, HYPNOTIC TECHNO"
1033,Paradisula,https://shotgun.live/fr/venues/paradisula,Porto-Vecchio,"{'Instagram': 'https://www.instagram.com/_paradisula_'}, {'Facebook': 'https://www.facebook.com/paradisula2a'}",ELECTRO
1034,Lab'Elles,https://shotgun.live/fr/venues/lab-elles,Lyon,"{'SoundCloud': 'https://soundcloud.com/labelles-events-booking-agency'}, {'YouTube': 'https://www.youtube.com/@UCHRaak57qjicSPJvOI4Z2pQ'}, {'Facebook': 'https://www.facebook.com/labelleseventorganizer'}","TECHNO, MELODIC HOUSE & TECHNO, HOUSE, TECH HOUSE, ACID TECHNO, HYPNOTIC TECHNO, HARD TECHNO"
1035,Gizelle Von Dredee,https://shotgun.live/fr/venues/gizelle-von-dredee,Paris,"{'Instagram': 'https://www.instagram.com/gigi_vondredee'}, {'Facebook': 'https://www.facebook.com/gizelle.vondredee'}","POP, POP ROCK, HYPERPOP, K-POP, DISCO HOUSE, CLASSICAL, DISCO"
1036,Yakamoz,https://shotgun.live/fr/venues/yakamoz,Paris,"{'Instagram': 'https://www.instagram.com/yakamozparis'}, {'Facebook': 'https://www.facebook.com/yakamozaparis'}","DEEP TECHNO, DUB TECHNO, TECHNO, TRANCE, CLUB, HOUSE"
1037,Continuum,https://shotgun.live/fr/venues/continuum,Nantes,,"HYPNOTIC TECHNO, TECHNO, ACID TECHNO, TRANCE, PROGRESSIVE TRANCE, DUB TECHNO, HARD GROOVE, GERMAN TECHNO, HARDCORE, HOUSE"
1038,TheBrooves,https://shotgun.live/fr/venues/the-brooves,Paris,"{'Instagram': 'https://www.instagram.com/the.brooves'}, {'SoundCloud': 'https://soundcloud.com/the-brooves'}, {'Spotify': 'https://open.spotify.com/user/you-b'}, {'YouTube': 'https://www.youtube.com/@@TheBrooves'}, {'TikTok': 'https://www.tiktok.com/@thebrooves'}, {'Facebook': 'https://www.facebook.com/thebrooves'}","HOUSE, DEEP HOUSE, AFRO HOUSE, JAZZ, SOUL, R&B, DISCO, ITALO DISCO, FUNK, MELODIC HOUSE & TECHNO, PROGRESSIVE HOUSE, CHICAGO HOUSE"
1039,Meteors Recordings,https://shotgun.live/fr/venues/meteors-recordings,Paris,"{'Instagram': 'https://www.instagram.com/meteors_recordings'}, {'SoundCloud': 'https://soundcloud.com/meteors-recordings'}","PUNK, POST-PUNK, ELECTRO, NEW WAVE, INDIE DANCE, EBM, TECHNO, DARK WAVE"
1040,Château Ephémère,https://shotgun.live/fr/venues/chateau-ephemere,Carrières-Sous-Poissy,"{'Instagram': 'https://www.instagram.com/chateau_fmr'}, {'Facebook': 'https://www.facebook.com/chateau.ephemere.71'}","POP, ELECTRO, NEW WAVE, REGGAETON, AMBIENT, DISCO, BASS, INDIE DANCE, TECHNO"
1041,RAVERSOUND,https://shotgun.live/fr/venues/raversound,Vannes,,"ACID TECHNO, ELECTRO, ACID HOUSE"
1042,BREW,https://shotgun.live/fr/venues/brew,Paris,"{'Instagram': 'https://www.instagram.com/brewfm'}, {'YouTube': 'https://www.youtube.com/@@brewfm'}","DISCO, DISCO HOUSE, HOUSE, AFRO HOUSE, ELECTRO HOUSE, AFRO, BASS"
